dance,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
673,424,-11.49,305,0.3,0.0,229,709,115.038,2
602,0.52,-10.831,28,732,221,982,523,151.912,2
582,181,-11.294,386,821,0.0,237,172,133.431,2
489,124,-10.145,436,952,0.0,243,257,91.386,2
696,379,-9.724,284,772,1.55e-06,101,359,112.967,2
0.65,628,-7.16,232,483,0.0,119,0.7,84.141,2
501,684,-5.368,302,485,0.0,83,369,80.039,2
389,494,-10.78,131,186,138,557,909,86.872,2
721,446,-10.053,305,797,8.59e-05,136,542,118.001,2
467,855,-5.375,515,174,9.32e-06,0.11,565,135.813,2
0.37,703,-6.765,755,366,0.0,394,482,143.848,2
336,761,-6.312,399,546,284,113,501,127.065,2
524,578,-5.974,267,971,6.55e-06,326,0.29,75.032,2
548,666,-2.277,36,281,0.0,231,582,98.806,2
459,823,-6.481,37,332,1.75e-05,189,0.55,152.062,2
316,879,-9.414,113,827,239,278,647,88.614,2
741,0.66,-5.116,408,521,8.14e-06,941,856,81.061,2
474,843,-4.453,209,205,2.71e-06,636,901,131.992,2
629,441,-4.614,126,339,0.0,234,782,78.177,2
685,483,-9.082,253,772,6.09e-05,113,331,93.032,2
627,246,-11.41,342,788,0.0,118,0.52,141.303,2
592,686,-6.904,389,178,0.0,111,397,101.015,2
663,178,-12.252,532,676,0.0,279,541,82.372,2
0.53,776,-15.478,462,937,0.0,122,282,179.911,2
537,674,-5.32,284,426,0.0,128,329,92.049,2
699,189,-11.421,469,944,0.0,103,328,129.794,2
683,459,-8.848,119,257,102,759,287,93.083,2
375,298,-11.928,395,822,0.0,137,425,174.03,2
421,107,-15.191,335,948,0.0,881,118,104.218,2
516,311,-13.521,306,936,281,107,558,129.958,2
709,119,-20.33,459,902,436,109,336,135.223,2
0.57,271,-11.334,304,0.82,3.27e-06,108,273,125.862,2
404,167,-12.463,604,891,0.0,103,298,202.996,2
559,241,-10.688,289,963,2.3e-05,187,142,118.916,2
768,331,-6.687,292,576,0.0,216,663,107.044,2
592,773,-7.093,281,223,57,116,729,121.097,2
354,206,-11.799,365,779,21,959,202,139.056,2
495,865,-3.21,414,791,6.68e-06,247,881,156.924,2
356,193,-10.476,311,0.14,2.6e-05,116,0.14,145.428,2
417,264,-10.353,328,279,0.0,966,501,86.328,2
731,868,-6.217,271,111,0.0,258,975,111.154,2
421,441,-8.012,271,413,8.35e-06,118,992,138.07,2
0.6,0.65,-5.127,282,921,469,781,0.49,139.975,2
501,716,-4.661,411,189,0.0,606,363,70.919,2
717,554,-5.389,44,592,0.0,0.11,324,128.039,2
578,742,-5.494,26,511,3.52e-06,117,0.2,107.028,2
636,735,-5.162,318,36,1.23e-06,915,537,120.969,2
516,144,-18.858,51,992,952,115,433,134.688,2
379,0.53,-7.229,355,468,216,818,577,62.06,2
821,376,-13.622,487,669,1.39e-05,106,824,119.039,2
371,0.51,-8.942,468,296,8.19e-05,952,147,113.32,2
507,399,-10.917,358,871,377,113,225,115.588,2
452,797,-5.229,325,0.28,244,136,642,114.18,2
456,285,-8.768,501,769,0.0,125,282,129.262,2
351,109,-11.997,435,879,0.0,158,0.64,76.851,2
294,294,-9.848,301,0.9,2.48e-05,103,0.18,75.217,2
638,543,-9.678,432,636,0.01,355,922,140.864,2
382,0.9,-4.938,685,18,0.0,911,644,79.965,2
651,0.86,-7.8,138,609,646,735,0.29,115.0,2
582,437,-7.047,524,451,0.0,149,922,130.467,2
461,799,-6.565,139,744,0.0,433,797,167.255,2
712,933,-2.773,509,326,0.0,286,865,152.02,2
0.44,947,-3.115,652,477,9.95e-06,488,892,185.147,2
563,452,-8.96,48,877,1.38e-05,145,581,91.98,2
335,696,-9.472,307,642,0.0,0.12,403,95.24,2
572,567,-6.147,341,517,2.47e-05,158,498,135.217,2
654,834,-4.436,425,172,229,89,904,139.377,2
446,787,-7.334,714,328,0.0,141,586,125.642,2
444,316,-7.751,429,841,0.0,138,571,201.64,2
558,209,-8.934,515,852,0.0,111,0.41,174.887,2
807,403,-8.759,316,901,0.0,0.12,0.95,105.037,2
738,0.39,-8.437,334,409,0.0,107,547,113.979,2
568,213,-11.882,379,955,0.0,113,302,72.932,2
654,135,-10.535,33,938,0.0,983,0.16,100.027,2
551,161,-13.903,331,954,925,116,356,129.786,2
484,292,-13.097,35,868,372,903,771,95.446,2
309,159,-13.101,315,912,264,0.1,139,87.493,2
627,307,-6.994,313,742,0.0,106,471,104.669,2
512,884,-4.09,368,5.53e-06,0.0,123,0.48,124.003,2
409,222,-11.358,281,882,426,213,151,63.419,2
655,883,-19.0,488,971,897,109,373,119.985,2
737,295,-7.179,332,0.83,0.0,984,369,107.107,2
512,359,-11.59,277,567,226,0.13,132,129.83,2
564,731,-7.538,295,517,3.48e-06,105,257,95.036,2
464,0.72,-7.466,583,166,488,803,199,160.057,2
614,441,-9.375,294,0.76,4.18e-05,142,148,117.991,2
292,281,-11.569,288,751,801,113,164,89.256,2
652,263,-9.836,447,758,2.69e-06,106,192,119.957,2
747,221,-10.528,358,0.93,0.0,116,369,118.029,2
621,519,-13.328,102,837,246,162,775,117.005,2
324,873,-3.67,664,119,0.0,443,775,93.059,2
723,0.93,-3.292,128,239,0.0,155,0.69,124.94,2
755,918,-3.558,397,356,2.23e-06,319,634,111.017,2
502,309,-12.12,308,575,894,953,273,119.236,2
586,115,-20.442,563,836,926,0.11,885,179.941,2
674,0.52,-10.106,511,272,2.41e-06,151,422,116.029,2
491,561,-7.225,246,108,0.0,139,0.22,151.943,2
405,428,-9.506,277,182,1.44e-06,0.14,331,145.515,2
667,119,-16.177,636,867,0.0,288,408,133.277,2
675,366,-13.493,759,719,105,191,411,72.662,2
602,404,-7.344,272,0.31,0.0,0.14,243,83.054,2
439,532,-5.071,473,618,0.0,142,437,129.936,2
608,0.15,-12.729,321,863,0.0,124,434,81.988,2
556,511,-5.425,298,782,4.54e-05,989,537,81.613,2
682,666,-4.823,381,602,7.99e-05,208,0.79,93.992,2
644,0.34,-6.759,27,491,0.0,829,298,129.997,2
554,655,-8.074,388,193,0.56,0.28,363,100.423,2
565,611,-9.124,676,345,2.46e-05,527,914,137.289,2
879,411,-5.146,376,0.61,0.0,296,609,119.013,2
425,752,-4.649,398,305,0.0,157,844,105.466,2
0.49,198,-13.405,341,973,212,125,636,106.71,2
279,498,-8.52,35,217,0.0,348,492,183.874,2
503,354,-7.493,329,938,0.0,987,372,72.295,2
531,289,-13.246,505,854,0.0,918,611,124.157,2
308,854,-8.006,494,593,718,903,689,193.395,2
721,785,-4.473,292,882,8.32e-05,104,878,111.993,2
773,208,-9.482,438,956,0.0,149,538,109.822,2
484,953,-3.557,927,165,155,658,667,97.429,2
751,0.29,-8.17,456,846,0.0,113,683,75.034,2
527,578,-8.65,327,197,3.34e-05,102,405,148.134,2
485,126,-15.597,52,0.71,0.0,106,345,152.541,2
588,291,-11.464,352,763,1.56e-06,624,336,101.158,2
609,443,-9.681,546,469,0.0,829,166,119.967,2
289,432,-6.091,37,771,0.0,215,225,85.504,2
576,196,-13.639,322,865,0.0,117,502,118.075,2
524,768,-7.821,309,816,213,666,562,117.947,2
456,285,-7.999,298,856,4.26e-06,192,228,177.561,2
426,812,-21.651,843,948,889,107,243,85.204,2
531,0.5,-8.593,282,534,861,101,319,78.076,2
655,502,-7.962,349,579,0.0,117,368,123.931,2
641,147,-14.812,337,954,1.91e-06,111,287,111.913,2
474,727,-5.892,329,123,2.82e-06,244,0.83,79.633,2
617,319,-8.445,29,609,0.0,122,324,133.821,2
333,266,-6.42,318,951,3.32e-05,108,0.33,129.249,2
543,638,-6.875,258,103,232,132,481,102.719,2
615,545,-12.572,268,383,2.9e-06,0.16,0.47,110.335,2
655,686,-5.701,28,371,1.13e-06,113,544,112.974,2
491,185,-18.994,452,947,929,195,674,90.465,2
213,185,-10.929,327,757,8.54e-05,111,182,72.844,2
345,919,-8.154,751,189,0.0,0.17,407,174.147,2
649,336,-6.823,322,782,0.0,942,337,95.988,2
392,253,-6.563,354,746,0.0,321,368,203.571,2
542,325,-18.346,452,964,855,105,288,131.935,2
762,805,-4.696,358,283,0.0,106,963,116.141,2
644,723,-4.954,288,0.16,0.0,0.13,625,105.969,2
488,294,-14.717,261,917,841,876,0.26,76.647,2
704,488,-7.89,39,0.56,1.57e-05,811,745,179.76,2
369,319,-12.088,288,752,837,154,476,160.359,2
568,0.24,-13.851,292,902,99,111,508,94.933,2
483,219,-13.27,482,972,0.0,116,641,149.581,2
419,855,-4.782,327,7.69e-05,0.0,272,261,154.098,2
566,835,-7.985,377,167,326,172,549,95.009,2
633,647,-6.348,318,133,21,858,775,150.805,2
662,268,-7.394,358,858,0.0,0.11,394,111.594,2
391,322,-10.845,322,0.88,0.0,118,278,180.048,2
448,821,-6.405,328,566,0.0,339,618,104.687,2
301,552,-7.19,495,161,0.0,143,761,166.406,2
524,578,-5.974,267,971,6.55e-06,326,0.29,75.032,2
479,285,-12.619,327,942,437,111,618,104.933,2
609,693,-6.395,273,315,0.0,0.3,452,119.992,2
608,0.61,-13.99,702,278,335,369,669,121.275,2
555,508,-12.851,108,361,968,0.12,961,122.037,2
446,621,-5.065,37,721,0.0,881,867,113.896,2
633,832,-6.84,863,274,7.57e-06,957,838,130.912,2
621,294,-13.468,0.11,558,2.54e-05,946,728,78.599,2
648,389,-8.275,927,807,9.78e-05,0.11,378,86.36,2
303,506,-6.89,325,496,0.0,178,412,161.463,2
428,972,-1.998,666,7.16e-05,736,787,225,118.306,3
0.25,952,-4.059,209,2.45e-05,135,892,126,143.022,3
468,913,-5.67,72,265,769,787,187,109.003,3
144,466,-6.715,522,686,423,764,737,87.29,3
462,905,-3.825,438,66,402,839,253,122.925,3
174,664,-12.485,789,128,264,543,371,127.958,3
219,908,-8.505,0.1,1.92e-06,933,319,208,121.476,3
571,853,-4.733,303,3.37e-05,126,919,648,109.019,3
387,809,-5.499,526,5.03e-05,831,832,706,115.975,3
261,0.92,-4.151,64,382,2.78e-05,157,183,84.013,3
172,943,-4.377,107,224,132,168,0.15,165.144,3
175,945,-4.632,832,226,56,285,169,118.282,3
134,899,-6.426,699,1.83e-05,0.9,0.23,118,90.559,3
0.24,548,-8.378,325,607,875,941,128,127.337,3
354,704,-6.957,438,617,897,111,245,128.001,3
0.39,758,-6.329,312,114,829,978,993,84.003,3
402,0.76,-8.138,386,1.05e-05,0.85,791,199,74.999,3
168,974,-9.116,112,3.05e-05,641,752,943,93.424,3
0.19,934,-7.796,56,8.08e-06,107,363,0.36,98.424,3
471,973,-4.35,806,2.29e-05,621,243,152,130.034,3
346,992,-4.339,204,722,0.0,308,357,141.893,3
265,983,-7.109,139,5.64e-06,765,0.04,106,120.087,3
449,994,-2.41,125,223,535,108,992,119.98,3
303,969,-2.466,162,9.03e-05,844,417,163,109.384,3
273,899,-6.02,185,7.5e-05,937,309,369,142.966,3
185,937,-2.979,799,8.28e-05,862,125,599,80.13,3
295,545,-9.214,442,1.5e-06,891,585,438,54.669,3
338,944,-7.518,547,12,946,161,115,93.53,3
427,921,-4.639,608,163,2.45e-05,839,397,99.959,3
205,0.95,-8.498,131,1.93e-05,805,212,313,184.498,3
296,908,-4.699,163,496,334,599,236,175.047,3
342,926,-6.313,939,3.96e-05,683,186,972,147.313,3
533,954,-6.632,505,9.66e-06,398,51,398,129.758,3
379,996,-3.023,285,457,9.26e-06,981,386,128.049,3
197,932,-4.834,811,1.41e-05,937,349,734,164.071,3
223,943,-3.981,235,2.58e-05,969,375,306,78.705,3
499,973,-5.173,106,156,964,285,0.25,124.976,3
276,976,-3.863,185,4.37e-05,589,581,137,130.074,3
297,929,-3.547,844,1.7e-05,367,751,252,124.959,3
476,968,-5.046,424,103,487,469,421,94.993,3
532,926,-8.869,949,892,384,351,213,134.069,3
328,0.8,-4.682,374,193,171,265,428,81.455,3
244,939,-3.156,126,255,699,343,394,177.634,3
458,963,-5.455,623,2.4e-05,2.31e-05,156,607,74.991,3
481,959,-3.658,944,3.55e-05,675,133,0.28,114.399,3
353,973,-6.297,787,1.31e-05,708,104,286,118.021,3
266,921,-6.115,387,736,658,929,399,88.255,3
258,804,-8.187,441,5.71e-05,768,173,145,120.728,3
357,943,-6.679,608,122,313,226,257,83.101,3
0.4,823,-5.412,563,337,787,0.1,128,134.887,3
0.26,738,-7.454,378,283,782,799,242,117.157,3
0.1,804,-4.669,768,6.84e-06,916,384,954,82.211,3
246,666,-9.228,487,375,204,223,319,61.256,3
464,306,-11.667,262,887,867,157,115,133.982,3
555,959,-4.212,403,974,339,0.39,396,109.968,3
466,573,-9.266,31,925,782,341,245,104.996,3
247,846,-6.737,531,122,586,125,698,115.064,3
102,0.65,-11.909,738,163,207,141,605,158.445,3
105,986,-4.138,108,1.51e-05,4.6e-05,746,591,176.042,3
325,1.0,-5.453,621,65,114,227,441,171.806,3
159,944,-5.807,843,388,135,925,375,99.721,3
424,948,-6.401,96,2,104,111,134,136.047,3
249,828,-10.821,685,3.04e-06,951,112,279,120.23,3
307,865,-4.902,363,2.61e-05,813,452,191,82.466,3
191,795,-13.144,57,1.24e-06,157,266,336,119.931,3
365,685,-9.227,525,104,357,189,395,79.99,3
575,863,-4.917,0.05,795,226,154,637,120.033,3
246,997,-5.478,981,13,264,323,828,169.21,3
209,989,-4.644,125,1.87e-06,348,177,113,104.536,3
153,329,-5.575,362,125,918,604,793,102.001,3
265,962,-4.871,108,1.27e-05,862,0.4,156,167.759,3
456,0.93,-3.798,515,9.53e-05,171,457,0.54,155.98,3
285,0.93,-7.939,752,1.34e-06,988,518,341,80.436,3
408,981,-5.364,159,169,504,288,204,161.079,3
207,883,-4.929,722,148,124,71,142,181.908,3
156,901,-8.03,562,1.99e-05,806,35,171,145.627,3
457,892,-6.28,484,349,287,231,581,134.427,3
232,931,-8.804,808,413,756,927,371,122.684,3
0.21,931,-5.296,669,3.55e-05,909,343,453,156.866,3
341,924,-4.794,49,1.09e-05,983,281,285,132.477,3
488,993,-4.666,194,421,3.22e-06,353,152,140.043,3
259,981,-6.655,967,2.88e-06,944,706,103,170.105,3
316,908,-8.746,489,8.26e-05,241,0.12,564,177.052,3
282,997,-4.833,774,3.3e-06,664,52,615,177.114,3
416,846,-8.412,377,5.56e-05,527,905,333,101.183,3
439,739,-7.746,339,155,458,227,308,138.986,3
414,922,-5.348,377,4.17e-06,802,125,277,139.93,3
403,727,-7.943,372,337,218,199,141,83.934,3
267,1.0,-4.92,135,16,447,0.45,215,138.616,3
446,939,-6.032,771,2.06e-05,343,354,315,140.049,3
169,949,-6.789,101,2.47e-05,743,276,112,112.758,3
169,958,-5.11,0.13,1.87e-06,703,171,139,110.0,3
147,901,-11.921,119,1.76e-05,329,617,978,144.397,3
386,882,-5.546,434,116,317,326,757,142.817,3
855,995,-9.285,372,706,152,988,263,81.51,3
0.4,984,-3.939,123,1.98e-06,901,324,724,109.974,3
355,0.94,-7.446,781,1.83e-06,818,214,126,164.235,3
417,965,-3.279,658,5.9e-06,989,941,154,148.008,3
172,944,-5.545,683,3.75e-05,133,117,221,149.696,3
364,747,-4.582,57,163,0.75,102,117,161.953,3
508,0.98,-6.256,143,375,202,0.73,572,103.971,3
296,0.48,-9.685,281,166,934,112,157,133.509,3
555,959,-4.58,668,2.68e-05,543,969,299,102.531,3
295,962,-3.0,885,481,754,534,107,150.971,3
422,847,-5.601,565,29,174,102,268,113.363,3
141,994,-6.104,119,1.18e-06,952,182,336,102.337,3
189,674,-11.322,926,3.37e-05,468,874,598,123.603,3
279,953,-6.137,103,273,473,174,246,200.661,3
374,943,-4.108,556,175,156,125,338,112.084,3
295,817,-7.594,429,392,833,0.32,276,128.351,3
106,804,-4.727,734,3.25e-06,908,0.31,112,154.99,3
239,829,-5.646,461,245,404,838,148,105.929,3
417,927,-9.146,801,1.56e-05,2.22e-05,334,107,126.956,3
509,474,-10.7,295,227,0.72,128,988,142.008,3
143,983,-7.345,188,945,963,531,353,82.482,3
251,925,-4.404,911,7.13e-06,577,299,589,95.929,3
393,951,-12.858,424,5.11e-06,466,266,467,140.026,3
569,836,-4.912,296,4.69e-05,862,0.1,655,109.01,3
523,826,-8.839,542,199,0.71,0.1,109,124.542,3
234,991,-5.322,863,1.17e-06,807,362,487,178.967,3
235,927,-5.824,84,173,893,748,253,90.497,3
482,942,-5.292,175,7.86e-05,237,509,401,149.947,3
177,927,-6.252,115,9.65e-05,455,952,0.07,158.343,3
166,927,-8.797,736,3.94e-06,651,344,219,131.984,3
208,917,-5.217,827,5.09e-05,0.37,179,391,169.884,3
0.15,991,-7.704,117,2.91e-06,169,274,352,103.041,3
347,975,-5.315,233,1.98e-05,581,116,179,110.093,3
359,0.87,-11.567,641,486,31,103,264,186.046,3
168,0.95,-4.721,104,338,851,133,559,124.86,3
456,947,-2.983,613,1.11e-05,166,364,286,115.043,3
258,564,-9.345,467,628,583,0.17,37,114.917,3
215,894,-5.774,125,3.63e-05,713,276,0.35,199.794,3
399,443,-8.543,0.03,671,0.61,929,364,114.032,3
253,865,-5.575,558,0.0,924,117,0.16,88.006,3
169,949,-6.789,101,2.47e-05,743,276,112,112.758,3
208,919,-5.498,815,2.08e-05,472,855,293,110.08,3
214,982,-4.762,155,1.53e-06,449,353,224,165.618,3
229,846,-5.895,414,2.12e-06,705,491,175,104.986,3
532,772,-7.622,434,168,164,112,189,120.077,3
224,918,-6.678,131,9.23e-05,0.0,837,108,90.086,3
311,729,-7.047,346,116,222,225,119,141.326,3
484,846,-6.371,464,409,825,137,207,136.903,3
421,876,-6.739,471,263,414,315,0.32,125.597,3
535,981,-3.85,103,106,425,604,256,120.015,3
217,936,-4.072,734,442,813,308,333,73.833,3
248,969,-6.384,615,158,721,383,447,148.138,3
452,951,-5.437,479,2.62e-06,119,579,341,135.05,3
401,984,-3.445,859,1.69e-05,811,976,277,162.044,3
154,879,-5.583,103,453,622,0.3,189,143.858,3
69,951,-2.357,0.11,4.05e-05,906,282,323,78.763,3
265,756,-12.136,571,939,1.32e-05,201,444,80.076,3
289,499,-7.966,372,105,126,0.13,172,113.526,3
0.11,939,-3.975,104,391,0.35,145,97,88.58,3
0.28,875,-5.312,392,284,189,0.15,462,129.129,3
583,726,-8.623,36,44,834,369,221,132.065,3
0.41,618,-8.491,439,42,592,327,267,100.035,3
438,947,-6.562,692,1.76e-06,897,185,151,119.952,3
384,984,-5.455,172,2.73e-05,998,418,739,130.153,3
312,944,-12.435,556,2.35e-06,12,129,135,150.022,3
479,911,-6.739,805,103,451,219,488,119.985,3
221,114,-18.403,329,596,854,127,365,84.387,3
361,967,-6.737,778,5.79e-06,288,876,34,115.02,3
175,983,-4.698,121,8.78e-06,877,362,107,170.244,3
381,947,-6.007,563,211,0.54,905,258,137.118,3
445,757,-6.186,465,447,694,108,147,120.952,3
301,497,-6.933,35,357,115,105,39,141.119,3
501,0.92,-5.194,298,5.33e-06,656,131,0.46,100.037,3
146,947,-5.708,838,7.68e-05,905,185,891,104.353,3
331,995,-6.638,107,6.08e-05,762,388,178,171.927,3
286,686,-4.114,729,2.73e-06,0.0,367,217,90.94,3
276,886,-6.04,905,7.66e-05,378,362,365,94.63,3
225,987,-3.897,134,16,612,342,606,175.69,3
107,961,-7.655,117,6.86e-06,463,355,321,174.687,3
146,0.98,-7.174,985,1.47e-06,465,409,358,96.705,3
202,204,-15.932,313,252,0.0,261,629,152.076,3
388,907,-6.006,656,9.64e-06,749,116,184,136.083,3
181,688,-8.788,372,139,759,164,261,139.735,3
211,974,-4.478,105,1.46e-05,449,329,146,117.647,3
542,958,-4.632,417,9.74e-06,4.11e-05,436,575,134.968,3
556,675,-5.169,238,248,16,144,357,105.024,3
429,907,-6.775,495,2.99e-06,915,193,165,114.985,3
352,987,-5.596,72,5.25e-05,62,335,144,149.984,3
169,981,-5.07,133,2.3e-06,788,303,393,117.6,3
176,905,-4.609,815,2.64e-06,574,326,739,120.535,3
998,911,-11.959,112,4.3e-06,714,0.18,708,195.039,3
0.3,853,-6.708,694,1.16e-05,899,335,167,166.064,3
149,972,-10.998,102,4.66e-06,972,376,988,157.146,3
314,985,-5.129,125,1.34e-06,914,231,369,130.012,3
368,911,-6.515,936,15,652,539,565,147.733,3
0.47,799,-5.456,317,279,489,633,101,130.94,3
112,944,-5.628,153,139,817,935,342,151.694,3
193,696,-4.937,907,1.06e-06,789,227,737,170.061,3
478,902,-6.734,447,1.41e-05,878,303,224,134.98,3
0.53,959,-5.257,502,1.23e-05,851,359,358,124.967,3
513,935,-2.608,425,21,765,162,606,115.047,3
0.2,973,-3.391,784,2.98e-05,521,331,148,124.365,3
497,919,-2.693,297,6.95e-05,323,565,643,101.984,3
144,956,-4.76,105,1.61e-06,0.3,349,183,87.404,3
401,987,-4.069,774,2.2e-05,923,0.3,317,172.044,3
121,873,-5.598,718,1.18e-06,914,449,458,96.742,3
271,988,-4.936,117,1.66e-05,735,0.21,253,114.027,3
181,861,-7.564,539,8.7e-05,92,378,117,96.028,3
539,549,-9.73,322,315,946,125,235,115.101,3
138,969,-3.603,134,3.48e-05,691,318,465,175.725,3
205,0.89,-13.05,106,7.88e-06,3.49e-05,176,376,174.985,3
0.26,928,-4.306,676,4.62e-05,181,471,521,159.91,3
122,0.99,-3.51,167,31,465,0.73,361,149.344,3
331,834,-9.069,752,3.56e-06,948,791,0.44,78.337,3
407,967,-4.213,576,9.96e-05,0.0,103,198,147.999,3
383,992,-5.072,142,4.14e-06,0.9,246,348,140.019,3
493,935,-3.148,843,431,638,138,221,107.994,3
391,942,-7.998,633,295,715,181,322,159.984,3
245,991,-7.851,483,306,893,197,31,194.789,3
156,737,-5.273,512,393,185,122,275,134.091,3
188,983,-5.682,715,1.69e-06,784,261,816,114.193,3
803,0.94,-7.451,951,4.04e-06,905,0.34,187,179.145,3
103,846,-4.866,108,814,539,511,588,91.081,3
167,855,-13.9,575,1.79e-05,883,116,757,154.105,3
174,0.95,-6.359,987,6.62e-06,927,108,125,124.988,3
121,955,-6.765,633,0.0,0.87,109,518,129.974,3
214,993,-5.084,216,2.06e-06,783,229,376,116.622,3
163,983,-4.327,881,1.66e-06,419,0.25,463,130.704,3
103,676,-8.809,478,138,0.6,758,338,90.136,3
418,939,-5.151,481,75,0.0,329,567,109.221,3
266,742,-8.462,518,1.07e-06,978,446,111,89.384,3
482,949,-4.914,742,243,882,692,254,129.815,3
439,971,-4.157,105,6.89e-05,442,208,0.35,74.906,3
225,929,-4.92,172,7.1e-05,945,148,574,117.079,3
158,978,-2.863,987,9.46e-05,879,911,377,132.872,3
312,978,-6.219,114,1.87e-06,198,972,437,94.816,3
177,933,-6.358,576,1.76e-06,845,185,922,114.988,3
257,998,-2.859,0.14,3.19e-05,722,624,597,152.167,3
739,974,-8.367,886,349,586,275,155,193.872,3
201,896,-23.952,38,746,877,111,294,126.098,3
327,944,-7.274,591,567,395,719,167,122.999,3
917,892,-10.731,635,3.54e-06,801,342,119,86.666,3
0.11,951,-9.627,262,13,384,626,54,76.699,3
555,959,-4.212,403,974,339,0.39,396,109.968,3
174,972,-4.435,124,2.61e-05,856,0.37,381,145.111,3
415,997,-2.615,151,5.13e-05,697,363,142,149.967,3
446,959,-5.554,481,3.88e-05,581,382,579,164.994,3
365,973,-6.117,242,3.23e-05,1.73e-06,969,301,165.225,3
315,939,-5.287,104,5.38e-06,805,386,39,134.996,3
0.37,948,-6.445,0.05,5.05e-06,495,453,211,98.128,3
269,913,-4.476,439,231,146,367,155,98.105,3
211,991,-5.864,116,7.93e-06,352,328,217,145.038,3
207,989,-4.441,955,2.2e-06,613,399,387,110.653,3
215,983,-3.154,114,2.61e-05,216,184,623,183.911,3
0.26,994,-5.291,909,6.47e-06,704,958,0.36,145.913,3
0.41,987,-4.241,651,121,0.0,254,117,95.047,3
462,905,-3.825,438,66,402,839,253,122.925,3
215,995,-4.089,643,493,118,333,307,200.154,3
383,771,-7.227,415,6.99e-06,703,136,246,90.142,3
454,969,-4.897,748,2.18e-05,171,709,386,140.172,3
497,255,-16.721,344,979,932,112,159,119.943,3
428,984,-5.278,145,4.48e-05,0.0,0.32,105,157.032,3
586,605,-12.281,279,199,791,874,215,110.026,3
468,661,-13.254,406,7.77e-05,738,564,282,127.906,3
0.41,951,-6.49,682,1.97e-06,862,117,317,105.03,3
248,882,-7.996,821,317,106,378,0.13,146.178,3
194,971,-6.136,113,214,862,363,343,82.863,3
215,662,-6.161,589,101,186,702,102,83.954,3
114,959,-9.419,963,1.31e-06,0.9,104,126,153.904,3
369,966,-6.014,199,1.57e-06,703,367,155,120.302,3
274,0.93,-5.136,774,8.15e-05,614,699,376,164.003,3
418,896,-7.249,609,1.85e-06,892,105,768,115.003,3
397,992,-4.302,155,5.93e-06,378,706,176,119.102,3
359,807,-6.554,344,3.62e-05,633,269,251,117.789,3
0.47,959,-4.408,502,1.8e-05,147,228,295,143.963,3
135,782,-6.891,439,269,583,251,596,158.152,3
238,961,-5.279,682,3.82e-05,91,594,348,136.985,3
394,702,-6.646,394,424,421,135,553,140.006,3
142,988,-7.273,101,102,842,128,345,96.659,3
381,957,-5.62,919,2.06e-06,824,296,299,110.126,3
256,855,-3.897,417,271,335,149,417,115.12,3
619,865,-4.709,624,448,591,126,504,129.946,3
418,948,-4.902,649,3.19e-05,188,336,241,160.03,3
319,957,-6.181,712,3.34e-05,653,922,659,112.817,3
404,971,-7.395,691,1.48e-06,76,621,153,109.993,3
156,981,-7.823,908,2.68e-05,534,144,965,127.326,3
469,796,-8.973,551,145,197,185,649,96.192,3
124,936,-5.833,106,1.3e-05,744,866,33,97.921,3
104,964,-5.325,864,9.91e-06,0.57,525,126,158.191,3
123,225,-21.184,522,63,836,564,955,76.104,3
397,841,-6.205,44,3.15e-05,826,394,203,142.022,3
402,959,-6.67,677,1.23e-05,175,305,114,126.285,3
366,665,-8.622,384,207,154,111,248,91.033,3
239,908,-8.437,546,794,248,926,643,83.734,3
0.34,911,-7.885,566,1.59e-06,933,402,207,192.0,3
145,916,-8.108,844,125,794,351,573,149.286,3
103,364,-21.217,479,844,923,0.13,117,79.371,3
133,965,-4.813,0.12,3.25e-06,865,0.28,392,100.046,3
234,984,-1.456,809,4.59e-05,233,381,135,136.523,3
193,981,-3.383,0.12,411,172,721,128,142.771,3
0.2,0.88,-5.193,744,129,239,134,626,171.199,3
925,957,-5.241,687,1.07e-05,261,703,185,178.333,3
316,982,-7.799,334,904,887,0.38,355,120.014,3
538,937,-3.27,468,223,895,124,475,120.016,3
353,709,-8.389,458,4.68e-05,852,106,677,135.092,3
284,974,-4.142,997,1.75e-06,183,323,121,114.783,3
0.42,894,-6.813,609,714,526,336,198,139.967,3
302,985,-2.869,164,5.67e-05,497,154,364,90.814,3
235,0.71,-7.075,535,242,806,642,182,134.746,3
238,976,-7.747,151,158,263,969,158,89.477,3
558,969,-5.069,649,124,735,334,541,124.019,3
405,428,-8.845,295,189,944,289,103,99.994,3
151,918,-7.628,685,4.74e-05,888,115,139,142.777,3
0.63,732,-8.612,478,701,74,973,0.16,130.081,3
373,957,-5.997,626,56,853,241,209,154.995,3
414,827,-4.871,518,2.35e-05,634,359,155,123.992,3
178,785,-11.093,476,77,161,239,535,175.939,3
322,906,-8.75,121,4.29e-06,604,336,152,110.498,3
234,891,-5.575,737,1.45e-05,467,154,297,95.022,3
358,898,-4.308,378,1.31e-05,647,312,545,51.436,3
383,952,-4.88,484,9.91e-06,881,178,278,145.001,3
167,932,-5.22,828,1.57e-05,772,962,221,129.093,3
488,903,-5.244,698,103,219,218,189,94.037,3
0.13,941,-8.255,953,5.23e-06,0.89,106,291,179.918,3
447,983,-2.892,175,231,845,107,558,140.026,3
697,816,-6.41,803,8.74e-06,833,303,387,179.783,3
333,743,-7.092,549,2.27e-05,764,434,273,96.809,3
